time,response_time,active_pods_count,cpu_load,current_power_of_attack
2022-03-04 15:14:14.777791,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:17.039824,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:19.439109,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:21.806294,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:24.036825,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:26.269610,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:28.538879,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:30.819253,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:33.015956,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:35.267142,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:37.544660,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:39.825873,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:42.081721,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:44.369020,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:46.690752,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:48.941014,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:51.036372,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:53.291788,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:55.713888,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:58.111606,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:00.522751,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:02.945540,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:05.210361,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:07.574885,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:09.926257,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:12.441171,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:14.720419,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:16.955438,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:19.197174,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:21.883201,0.4,4 4 4 4 4,1 1 1 1 1,2
2022-03-04 15:15:24.192556,0.4,4 4 4 4 4,1 1 1 1 1,2
